Riding No.,Riding Name,Political Affiliation,Last Name,First Name,Middle Name
24044,Mercier,Progressive Conservative,Gelgoot,Martin,
24044,Mercier,Bloc Québécois,Lalonde,Francine,
24044,Mercier,Marxist-Leninist,Royer,Geneviève,
24044,Mercier,Green Party,Savignac,Richard,
24044,Mercier,N.D.P.,Vikander,Nicholas,
24045,Mount Royal,Green Party,Balu,Jean-Claude,
24045,Mount Royal,Communist,Chafoya,Judith,
24045,Mount Royal,N.D.P.,Chávez,Maria,Pia
24045,Mount Royal,Liberal,Cotler,Irwin,
24045,Mount Royal,Canadian Alliance,Gabanski,Alex,
24045,Mount Royal,Progressive Conservative,Gelgoot,Stephane,
24045,Mount Royal,Bloc Québécois,Houle,Jean-Sebastien,
24045,Mount Royal,Natural Law Party,Kahn,Ena,
24046,Outremont,Progressive Conservative,Archambault,Robert,
24046,Outremont,Liberal,Cauchon,Martin,
24046,Outremont,Marxist-Leninist,Charron,Louise,
24046,Outremont,Canadian Alliance,Duchesneau,Josée,
24046,Outremont,N.D.P.,Graefe,Peter,
24046,Outremont,Bloc Québécois,Khadir,Amir,
24046,Outremont,Marijuana Party,Plourde,Huguette,
24046,Outremont,Green Party,Schotte,Jan,
24046,Outremont,Communist,Smith,Pierre,
24047,Papineau--Saint-Denis,Canadian Alliance,Felemegos,Yannis,
24047,Papineau--Saint-Denis,Green Party,Legault,Boris-Antoine,
24047,Papineau--Saint-Denis,Marxist-Leninist,Macrisopoulos,Peter,
24047,Papineau--Saint-Denis,N.D.P.,Marotte,Hans,
24047,Papineau--Saint-Denis,Bloc Québécois,Ordenes,Philippe,
24047,Papineau--Saint-Denis,Liberal,Pettigrew,Pierre,
24047,Papineau--Saint-Denis,Progressive Conservative,Préville,Emmanuel,
24047,Papineau--Saint-Denis,Independent,Sarker,Mustaque.,A.
24047,Papineau--Saint-Denis,Marijuana Party,Théorêt-Poupart,Antoine,
24048,Pierrefonds--Dollard,Bloc Québécois,Brousseau,Sylvie,
24048,Pierrefonds--Dollard,Canadian Alliance,Drabkin,Neil,
24048,Pierrefonds--Dollard,N.D.P.,Hodgins,Adam,
24048,Pierrefonds--Dollard,Marijuana Party,Labrecque,Jean-François,
24048,Pierrefonds--Dollard,Liberal,Patry,Bernard,
24048,Pierrefonds--Dollard,Progressive Conservative,Profit,John,
24049,Pontiac--Gatineau--Labelle,Liberal,Bertrand,Robert,
24049,Pontiac--Gatineau--Labelle,Bloc Québécois,Deschamps,Johanne,
24049,Pontiac--Gatineau--Labelle,Canadian Alliance,Grant,Judith,
24049,Pontiac--Gatineau--Labelle,N.D.P.,Hunter,Melissa,
24049,Pontiac--Gatineau--Labelle,Natural Law Party,Hyodo,Eleanor,
24049,Pontiac--Gatineau--Labelle,Progressive Conservative,Larocque,Benoit,
24049,Pontiac--Gatineau--Labelle,Marxist-Leninist,Legeais,Christian,
24049,Pontiac--Gatineau--Labelle,No Affiliation,Sabourin,Thomas,J.
24049,Pontiac--Gatineau--Labelle,Green Party,Schwarz,Gretchen,
24050,Portneuf,Canadian Alliance,Bruce,Howard,
24050,Portneuf,Bloc Québécois,Dallaire,Patrice,
24050,Portneuf,Progressive Conservative,Dion,François,
24050,Portneuf,Liberal,Duplain,Claude,
24051,Québec,N.D.P.,Fiset,Jean-Marie,
24051,Québec,Bloc Québécois,Gagnon,Christiane,
24051,Québec,Progressive Conservative,Jalbert,Marc,
24051,Québec,Marxist-Leninist,Moreau,Claude
24051,Québec,Marijuana Party,Paradis,Pierre-E.
24051,Québec,Canadian Alliance,Rivard,Michel
24051,Québec,Natural Law Party,Rochette,Gilles
24051,Québec,Liberal,Tessier-Couture,Claudette
24052,Québec East,Liberal,Carignan,Jean Guy
24052,Québec East,N.D.P.,Desmeules,Majella
24052,Québec East,Progressive Conservative,Joncas,Richard
24052,Québec East,Bloc Québécois,Marchand,Jean-Paul
24052,Québec East,Canadian Alliance,Martel,Robert
24053,Repentigny,Progressive Conservative,Carignan,Michel
24053,Repentigny,Marijuana Party,Dufour,Lise
24053,Repentigny,Canadian Alliance,Paulette,Michel
24053,Repentigny,N.D.P.,Péclet,Pierre
24053,Repentigny,Bloc Québécois,Sauvageau,Benoît
24053,Repentigny,Liberal,Veillette,David
24054,Bas-Richelieu--Nicolet--Bécancour,Marijuana Party,Blackburn,Black,D.
24054,Bas-Richelieu--Nicolet--Bécancour,N.D.P.,Dorion,Raymond,
24054,Bas-Richelieu--Nicolet--Bécancour,Canadian Alliance,Lajoie,Frédéric,
24054,Bas-Richelieu--Nicolet--Bécancour,Liberal,Paradis,Roland,
24054,Bas-Richelieu--Nicolet--Bécancour,Bloc Québécois,Plamondon,Louis,
24054,Bas-Richelieu--Nicolet--Bécancour,Progressive Conservative,Rousseau,Gabriel,
24055,Richmond--Arthabaska,Canadian Alliance,Ardilliez,Philippe,
24055,Richmond--Arthabaska,Progressive Conservative,Bachand,André,
24055,Richmond--Arthabaska,Liberal,Beaudoin,Aldéi,
24055,Richmond--Arthabaska,Bloc Québécois,Bellavance,André,
24055,Richmond--Arthabaska,N.D.P.,Bernier,Vincent,
24055,Richmond--Arthabaska,Natural Law Party,Simard,Christian,
24056,Rimouski-Neigette-et-la Mitis,Natural Law Party,Beauchemin,Lyse,
24056,Rimouski-Neigette-et-la Mitis,Progressive Conservative,Blais,Réal,
24056,Rimouski-Neigette-et-la Mitis,Canadian Alliance,Gosselin,Gerard,
24056,Rimouski-Neigette-et-la Mitis,N.D.P.,Lemieux,René,
24056,Rimouski-Neigette-et-la Mitis,Liberal,Marmen,Réal,
24056,Rimouski-Neigette-et-la Mitis,Bloc Québécois,Tremblay,Suzanne,
24057,Roberval,Liberal,Boivin,Jean-Pierre,
24057,Roberval,Canadian Alliance,Brideau,Raymond,A. 
24057,Roberval,Bloc Québécois,Gauthier,Michel,
24057,Roberval,N.D.P.,Giguère,Alain,
24057,Roberval,Progressive Conservative,Huot,Marie-Christine,
24058,Rosemont--Petite-Patrie,Bloc Québécois,Bigras,Bernard,
24058,Rosemont--Petite-Patrie,Progressive Conservative,Bissonnette,Marc,
24058,Rosemont--Petite-Patrie,Green Party,Chagnon-Jean,Sébastien,
24058,Rosemont--Petite-Patrie,N.D.P.,Lo Pinto,Noémi,
24058,Rosemont--Petite-Patrie,Marijuana Party,Messier,Claude,
24058,Rosemont--Petite-Patrie,Canadian Alliance,Morin,Etienne,
24058,Rosemont--Petite-Patrie,No Affiliation,Pritchard,Joanne,
24058,Rosemont--Petite-Patrie,Communist,Sauras,Dorothy,
24058,Rosemont--Petite-Patrie,Liberal,Vigneault,Claude,
24059,Témiscamingue,Bloc Québécois,Brien,Pierre
24059,Témiscamingue,Liberal,Charron,Roch
24059,Témiscamingue,Progressive Conservative,Héroux,Sébastien
24059,Témiscamingue,Canadian Alliance,Larochelle,Eric
24059,Témiscamingue,N.D.P.,Morin,Anik-Maude
24060,Rivière-des-Mille-Îles,Canadian Alliance,Desrochers,François
24060,Rivière-des-Mille-Îles,Liberal,Fragasso,Robert
24060,Rivière-des-Mille-Îles,Progressive Conservative,Paquette,Jonathan
24060,Rivière-des-Mille-Îles,Bloc Québécois,Perron,Gilles-A.
24060,Rivière-des-Mille-Îles,Green Party,Squire,Eric
24060,Rivière-des-Mille-Îles,N.D.P.,Thinel,Stephane
24061,Saint-Bruno--Saint-Hubert,Progressive Conservative,Brixi,Otmane
24061,Saint-Bruno--Saint-Hubert,Marijuana Party,Daigle,Maryève
24061,Saint-Bruno--Saint-Hubert,N.D.P.,Henretta,Marie
24061,Saint-Bruno--Saint-Hubert,Liberal,Leblanc,Claude
24061,Saint-Bruno--Saint-Hubert,Bloc Québécois,Venne,Pierrette
24061,Saint-Bruno--Saint-Hubert,Canadian Alliance,Vézina,Jean
24062,Saint-Hyacinthe--Bagot,Canadian Alliance,Bousquet,Jacques
24062,Saint-Hyacinthe--Bagot,N.D.P.,Dicaire,Rachel
24062,Saint-Hyacinthe--Bagot,Liberal,Gaudette,Michel
24062,Saint-Hyacinthe--Bagot,Bloc Québécois,Loubier,Yvan
24062,Saint-Hyacinthe--Bagot,Progressive Conservative,Mantha,Frédéric
24063,Saint-Jean,Bloc Québécois,Bachand,Claude
24063,Saint-Jean,Canadian Alliance,Coulombe,Josée
24063,Saint-Jean,Liberal,Khoury,Joseph
24063,Saint-Jean,Progressive Conservative,L'Ecuyer,Gérald
24063,Saint-Jean,N.D.P.,Patenaude,Julien
24063,Saint-Jean,Marijuana Party,St-Jean,Marc
24064,Saint-Lambert,Canadian Alliance,Leblanc,Nic
24064,Saint-Lambert,Marijuana Party,Léveillé,Katherine
24064,Saint-Lambert,Bloc Québécois,Picard,Christian
24064,Saint-Lambert,Progressive Conservative,Stirling,Walter
24064,Saint-Lambert,Liberal,Thibeault,Yolande,
24065,Saint-Laurent--Cartierville,Bloc Québécois,Beauregard,Yves,
24065,Saint-Laurent--Cartierville,Marxist-Leninist,Bedard,Jean-Paul,
24065,Saint-Laurent--Cartierville,Communist,Chavez,Oscar,
24065,Saint-Laurent--Cartierville,Liberal,Dion,Stéphane,
24065,Saint-Laurent--Cartierville,Canadian Action Party,Fernandez,Ken,
24065,Saint-Laurent--Cartierville,N.D.P.,Huggins,Piper,Elizabeth
24065,Saint-Laurent--Cartierville,Progressive Conservative,Rouleau,J.,Pierre
24065,Saint-Laurent--Cartierville,Canadian Alliance,Sidaros,Kaddis,R.
24066,Saint-Léonard--Saint-Michel,Progressive Conservative,Ben Kirane,Mostafa,
24066,Saint-Léonard--Saint-Michel,Canadian Alliance,Champagne,Daniel,
24066,Saint-Léonard--Saint-Michel,Bloc Québécois,Ferlatte,Marcel,
24066,Saint-Léonard--Saint-Michel,Liberal,Gagliano,Alfonso,
24066,Saint-Léonard--Saint-Michel,Marxist-Leninist,Le Seigle,Yves,
24066,Saint-Léonard--Saint-Michel,N.D.P.,Mayo,Sara,
24066,Saint-Léonard--Saint-Michel,Marijuana Party,Néron,Karina,
24067,Saint-Maurice,Communist,Archambault,Sylvain,
24067,Saint-Maurice,Progressive Conservative,Blais,Pierre,
24067,Saint-Maurice,N.D.P.,Chase,Raymond,
24067,Saint-Maurice,Liberal,Chrétien,Jean,
24067,Saint-Maurice,Bloc Québécois,Marchand,François,
24067,Saint-Maurice,Canadian Alliance,Mercier,Jean-Guy,
24068,Shefford,Bloc Québécois,Benoit,Michel,
24068,Shefford,Progressive Conservative,Castonguay,Audrey,
24068,Shefford,Marijuana Party,Cousineau,Nicolas,
24068,Shefford,N.D.P.,Morey,Elizabeth,
24068,Shefford,Liberal,St-Jacques,Diane,
24068,Shefford,Canadian Alliance,Treyvaud,Jean-Jacques,
24069,Sherbrooke,Independent,Bourassa-Lacombe,Joseph,Adrien Serge
24069,Sherbrooke,Bloc Québécois,Cardin,Serge,
24069,Sherbrooke,Natural Law Party,Jolicoeur,Daniel,
24069,Sherbrooke,Progressive Conservative,L'Heureux,Eric,
24069,Sherbrooke,Marxist-Leninist,Lachapelle,Serge
24069,Sherbrooke,Canadian Alliance,Quinlan,Mark
24069,Sherbrooke,Liberal,Rouleau,Jean-François
24069,Sherbrooke,N.D.P.,Wright,Craig
24070,Terrebonne--Blainville,N.D.P.,Beaudet,Normand
24070,Terrebonne--Blainville,Bloc Québécois,Bourgeois,Diane
24070,Terrebonne--Blainville,Progressive Conservative,Gemme,Mélanie
24070,Terrebonne--Blainville,Natural Law Party,Levert,Pascale
24070,Terrebonne--Blainville,Liberal,Liberge,François-Hugues
24070,Terrebonne--Blainville,Canadian Alliance,St-Georges,Guylaine
24071,Trois-Rivières,Marxist-Leninist,Deschênes,Alexandre
24071,Trois-Rivières,Progressive Conservative,Healy,Scott
24071,Trois-Rivières,N.D.P.,Horlock,David
24071,Trois-Rivières,Canadian Alliance,Legaré,Luc
24071,Trois-Rivières,Liberal,Normandin,Denis
24071,Trois-Rivières,Natural Law Party,Raymond,Gilles
24071,Trois-Rivières,Bloc Québécois,Rocheleau,Yves,
24072,Vaudreuil--Soulanges,Bloc Québécois,Cimon,Éric,
24072,Vaudreuil--Soulanges,Liberal,Discepola,Nick,
24072,Vaudreuil--Soulanges,Canadian Alliance,Drysdale,Dean,
24072,Vaudreuil--Soulanges,N.D.P.,Lynch,Shaun ,G.
24072,Vaudreuil--Soulanges,Progressive Conservative,Psarianos,Stratos,
24073,Verchères--Les-Patriotes,Bloc Québécois,Bergeron,Stéphane,
24073,Verchères--Les-Patriotes,N.D.P.,Bussières,Charles,
24073,Verchères--Les-Patriotes,Marijuana Party,Bérubé,Jonathan,
24073,Verchères--Les-Patriotes,Canadian Alliance,Désilets,Stéphane,
24073,Verchères--Les-Patriotes,Progressive Conservative,Grenier,Frédéric,
24073,Verchères--Les-Patriotes,Liberal,Provencher,Mark,
24074,Verdun-Saint-Henri-Saint-Paul-Pointe Saint-Charles,Green Party,Craig,Lorraine,Ann
24074,Verdun-Saint-Henri-Saint-Paul-Pointe Saint-Charles,Progressive Conservative,Côté,Bernard,
24074,Verdun-Saint-Henri-Saint-Paul-Pointe Saint-Charles,Canadian Alliance,Gendron,Jacques,
24074,Verdun-Saint-Henri-Saint-Paul-Pointe Saint-Charles,Liberal,Lavigne,Raymond,
24074,Verdun-Saint-Henri-Saint-Paul-Pointe Saint-Charles,No Affiliation,Lorenson,William
24074,Verdun-Saint-Henri-Saint-Paul-Pointe Saint-Charles,N.D.P.,McLauchlin,Matthew
24074,Verdun-Saint-Henri-Saint-Paul-Pointe Saint-Charles,Marijuana Party,Roy,Marc-André
24074,Verdun-Saint-Henri-Saint-Paul-Pointe Saint-Charles,Communist,Sloan,Bill
24074,Verdun-Saint-Henri-Saint-Paul-Pointe Saint-Charles,Bloc Québécois,Utillano,Pedro
24075,Westmount--Ville-Marie,Marxist-Leninist,Bains,Saroj
24075,Westmount--Ville-Marie,N.D.P.,Blomme,Willy
24075,Westmount--Ville-Marie,Marijuana Party,Caron,Patrice
24075,Westmount--Ville-Marie,Canadian Alliance,Cotte,Felix
24075,Westmount--Ville-Marie,Natural Law Party,Faguy,Allen
24075,Westmount--Ville-Marie,No Affiliation,Laporte,Michel
24075,Westmount--Ville-Marie,Progressive Conservative,Price,Bryan
24075,Westmount--Ville-Marie,Liberal,Robillard,Lucienne
24075,Westmount--Ville-Marie,Green Party,Sarwer-Foner,Brian
24075,Westmount--Ville-Marie,Bloc Québécois,Valdivia,Marcela
35001,Algoma--Manitoulin,N.D.P.,Buck,Grant
35001,Algoma--Manitoulin,Green Party,Jablanczy,Alexander,
35001,Algoma--Manitoulin,Progressive Conservative,Lapham,Dale,
35001,Algoma--Manitoulin,Liberal,St. Denis,Brent,
35001,Algoma--Manitoulin,Canadian Alliance,Swain,Ron,
35002,Barrie--Simcoe--Bradford,Liberal,Carroll,Aileen,
35002,Barrie--Simcoe--Bradford,Canadian Alliance,Hamilton,Rob,
35002,Barrie--Simcoe--Bradford,N.D.P.,Lindsay,Keith,
35002,Barrie--Simcoe--Bradford,Progressive Conservative,MacLaren,Jane,
35002,Barrie--Simcoe--Bradford,No Affiliation,White,Brian,K.
35002,Barrie--Simcoe--Bradford,Canadian Action Party,Woods,Ian,
35003,Beaches--East York,Canadian Alliance,Alam,Abu,
35003,Beaches--East York,Progressive Conservative,Clutterbuck,Wayne,
35003,Beaches--East York,Natural Law Party,Fredeen,Donalda,
35003,Beaches--East York,Green Party,Mendel,James,
35003,Beaches--East York,Liberal,Minna,Maria,
35003,Beaches--East York,Communist,Nicholson,Ann,
35003,Beaches--East York,Marxist-Leninist,Rutchinski,Steve,
35003,Beaches--East York,N.D.P.,Watkins,Mel,
35003,Beaches--East York,Marijuana Party,Watson,Bruce,
35003,Beaches--East York,Canadian Action Party,Whitcomb,Randall,
35004,Bramalea--Gore--Malton--Springdale,Communist,Bridgewood,Jim,
35004,Bramalea--Gore--Malton--Springdale,Marxist-Leninist,Greig,David,
35004,Bramalea--Gore--Malton--Springdale,Liberal,Malhi,Gurbax,S.
35004,Bramalea--Gore--Malton--Springdale,Independent,Malhi,Gurinder,
35004,Bramalea--Gore--Malton--Springdale,Canadian Alliance,Mangat,Gurdish,
35004,Bramalea--Gore--Malton--Springdale,N.D.P.,Roche,Vishnu,
35004,Bramalea--Gore--Malton--Springdale,Progressive Conservative,Varaich,Danny,
35005,Brampton Centre,Liberal,Assadourian,Sarkis,
35005,Brampton Centre,Progressive Conservative,Ford,Beryl,
35005,Brampton Centre,Canadian Alliance,Kapur,Prabhat,
35005,Brampton Centre,Green Party,Roy,Andrew,K.
35005,Brampton Centre,N.D.P.,Slean,Sue,
35006,Brampton West--Mississauga,Liberal,Beaumier,Colleen,
35006,Brampton West--Mississauga,Progressive Conservative,Harewood,W.,Glenn
35006,Brampton West--Mississauga,N.D.P.,Harsant,Matt,
35006,Brampton West--Mississauga,Green Party,Hofer,Mike,
35006,Brampton West--Mississauga,Canadian Alliance,Sangha,Hardial,
35007,Brant,Canadian Alliance,Cattle,Chris,
35007,Brant,N.D.P.,Chisholm,Dee,
35007,Brant,Canadian Action Party,Clancy,Mike,
35007,Brant,Green Party,Dunn,Graeme,
35007,Brant,Progressive Conservative,Kun,Stephen,
35007,Brant,Liberal,Stewart,Jane,
35008,Toronto--Danforth,Canadian Alliance,Butryn,Chris,
35008,Toronto--Danforth,Marxist-Leninist,Cishecki,Melanie,
35008,Toronto--Danforth,Progressive Conservative,Dyson,Rose,A.
35008,Toronto--Danforth,Communist,Figueroa,Miguel,
35008,Toronto--Danforth,Marijuana Party,Keir,Sean,
35008,Toronto--Danforth,Natural Law Party,Martin ,Linda,
35008,Toronto--Danforth,Canadian Action Party,Millar,William,Angus
35008,Toronto--Danforth,Liberal,Mills,Dennis,
35008,Toronto--Danforth,Green Party,Nevin,Robert,
35008,Toronto--Danforth,N.D.P.,Turtle,Paula,
35009,Bruce--Grey--Owen Sound,N.D.P.,Gventer,Karen,
35009,Bruce--Grey--Owen Sound,Liberal,Jackson,Ovid,L.
35009,Bruce--Grey--Owen Sound,Canadian Alliance,Peer,Murray,
35009,Bruce--Grey--Owen Sound,Progressive Conservative,Wilford,Allen,
35010,Burlington,Progressive Conservative,Collinson,Stephen,
35010,Burlington,N.D.P.,McMahon,Larry,
35010,Burlington,Canadian Alliance,Pennell,Don,
35010,Burlington,Green Party,Snyder,Tom,
35010,Burlington,Liberal,Torsney,Paddy,
35011,Cambridge,No Affiliation,Gots,John,G.
35011,Cambridge,Progressive Conservative,Housser,John,L.
35011,Cambridge,Natural Law Party,Mitchell,Thomas
35011,Cambridge,Liberal,Peric,Janko
35011,Cambridge,Canadian Alliance,Petersen,Reg
35011,Cambridge,N.D.P.,Wolf,Pam
35012,Davenport,N.D.P.,Berger,Jordan
35012,Davenport,Liberal,Caccia,Charles
35012,Davenport,Canadian Action Party,Emmett,Ann
35012,Davenport,Marijuana Party,Gale,Elmer
35012,Davenport,Progressive Conservative,Marcos,Eduardo
35012,Davenport,Canadian Alliance,Montenegrino,Anthony
35012,Davenport,Green Party,O'Brien,Mark
35012,Davenport,Natural Law Party,Porter,Stephen
35013,Don Valley East,N.D.P.,Casey-Nestor,Ron
35013,Don Valley East,Liberal,Collenette,David
35013,Don Valley East,Progressive Conservative,Fusco,Cecilia
35013,Don Valley East,No Affiliation,Kidd,Ryan
35013,Don Valley East,Canadian Alliance,Nejatian,Kasra
35013,Don Valley East,Marxist-Leninist,Snow,Judith
35014,Don Valley West,Marxist-Leninist,Deschamps,Fernand
35014,Don Valley West,Liberal,Godfrey,John
35014,Don Valley West,Progressive Conservative,Murton,Michael
35014,Don Valley West,N.D.P.,Naqvi,Ali
35014,Don Valley West,Marijuana Party,Stock,Greg
35014,Don Valley West,Canadian Alliance,Wakelin,John
35015,Dufferin--Peel--Wellington--Grey,Liberal,Calder,Murray
35015,Dufferin--Peel--Wellington--Grey,Canadian Alliance,Crawford,Don
35015,Dufferin--Peel--Wellington--Grey,N.D.P.,Healey,Mitchel
35015,Dufferin--Peel--Wellington--Grey,Progressive Conservative,Majkot,Richard
35015,Dufferin--Peel--Wellington--Grey,Green Party,Strang,Robert
35016,Durham,No Affiliation,Bruinsma,Durk
35016,Durham,Progressive Conservative,Cureatz,Sam
35016,Durham,N.D.P.,Ranney,Ken
35016,Durham,Liberal,Shepherd,Alex,
35016,Durham,Canadian Alliance,Skipwith,Gerry,
35017,Eglinton--Lawrence,Marxist-Leninist,Chilelli,Frank,
35017,Eglinton--Lawrence,Canadian Alliance,Etienne,Joel,
35017,Eglinton--Lawrence,Green Party,Howat,Doug,
35017,Eglinton--Lawrence,Natural Law Party,Macleod,Matthew,
35017,Eglinton--Lawrence,N.D.P.,Rowland,Simon,
35017,Eglinton--Lawrence,Progressive Conservative,Sankey,Louise,
35017,Eglinton--Lawrence,Liberal,Volpe,Joe,
35018,Elgin--Middlesex--London,No Affiliation,DeVries,Ken,
35018,Elgin--Middlesex--London,Green Party,Fisher,John,R.
35018,Elgin--Middlesex--London,Liberal,Knutson,Gar,
35018,Elgin--Middlesex--London,N.D.P.,McCallum,Tim,
35018,Elgin--Middlesex--London,Progressive Conservative,Reiche,Delia,
35018,Elgin--Middlesex--London,Canadian Alliance,Walters,Bill,
35019,Erie--Lincoln,Canadian Alliance,Allison,Dean,
35019,Erie--Lincoln,No Affiliation,Bylsma,David,W.
35019,Erie--Lincoln,N.D.P.,Di Bartolomeo,Jody,
35019,Erie--Lincoln,Natural Law Party,Gregory,John,
35019,Erie--Lincoln,Progressive Conservative,Hurren,David,
35019,Erie--Lincoln,Liberal,Maloney,John,
35019,Erie--Lincoln,Canadian Action Party,Schleich,William,
35020,Essex,Progressive Conservative,Baker,Merrill,
35020,Essex,Canadian Alliance,Cowan,Scott,
35020,Essex,Marxist-Leninist,Cruise,Robert,
35020,Essex,N.D.P.,Overholt,Marion,
35020,Essex,Liberal,Whelan,Susan,
35021,Etobicoke Centre,N.D.P.,Dolan,Karen,
35021,Etobicoke Centre,Canadian Alliance,Kraik,Michael,G.
35021,Etobicoke Centre,Liberal,Rock,Allan,
35021,Etobicoke Centre,Marxist-Leninist,Sullivan,Dagmar,
35021,Etobicoke Centre,Progressive Conservative,Vaughan,Ross,
35022,Etobicoke--Lakeshore,Liberal,Augustine,Jean,
35022,Etobicoke--Lakeshore,N.D.P.,Banigan,Richard,Joseph
35022,Etobicoke--Lakeshore,Communist,Bil,Ed,
35022,Etobicoke--Lakeshore,Canadian Alliance,Court,David,
35022,Etobicoke--Lakeshore,Progressive Conservative,Haslam,David,
35022,Etobicoke--Lakeshore,Natural Law Party,Jackson,Don,
35022,Etobicoke--Lakeshore,Marxist-Leninist,Murray,Janice,
35023,Etobicoke North,Liberal,Cullen,Roy,
35023,Etobicoke North,Canadian Alliance,Elahi,Mahmood,
35023,Etobicoke North,Communist,Rowley,Elizabeth,
35023,Etobicoke North,N.D.P.,Sapp,Ana,Maria
35024,Glengarry--Prescott--Russell,Canadian Alliance,Anders,L.,Sebastian
35024,Glengarry--Prescott--Russell,N.D.P.,Belle-Isle,Guy,
35024,Glengarry--Prescott--Russell,Liberal,Boudria,Don,
35024,Glengarry--Prescott--Russell,Natural Law Party,Foster,Wayne,
35024,Glengarry--Prescott--Russell,Progressive Conservative,O'Kurley,Ashley,
35025,Ottawa--Orléans,Marijuana Party,Albert,John
35025,Ottawa--Orléans,Liberal,Bellemare,Eugène
35025,Ottawa--Orléans,Canadian Alliance,Burke,Rita
35025,Ottawa--Orléans,Progressive Conservative,Bélair,Marc-André
35025,Ottawa--Orléans,Natural Law Party,Hanson,Heather
35025,Ottawa--Orléans,Marxist-Leninist,Lang,Louis
35025,Ottawa--Orléans,N.D.P.,Prebinski,Maureen
35025,Ottawa--Orléans,Canadian Action Party,Saintonge,Jean
35025,Ottawa--Orléans,Green Party,Warman,Richard
35026,Guelph--Wellington,Progressive Conservative,Adsett,Marie
35026,Guelph--Wellington,Liberal,Chamberlain,Brenda
35026,Guelph--Wellington,Marxist-Leninist,Couto,Manuel
35026,Guelph--Wellington,Green Party,Hulet,Bill
35026,Guelph--Wellington,Canadian Alliance,Layton,Max
35026,Guelph--Wellington,N.D.P.,Pickersgill,Edward
35026,Guelph--Wellington,Canadian Action Party,Tanti,Sharon
35026,Guelph--Wellington,No Affiliation,Truscott,Gord,
35027,Haldimand--Norfolk--Brant,Canadian Alliance,Maki,Jim,
35027,Haldimand--Norfolk--Brant,Canadian Action Party,Morgan,L.,Scott
35027,Haldimand--Norfolk--Brant,Progressive Conservative,Muntz,Gary,
35027,Haldimand--Norfolk--Brant,Liberal,Speller,Bob,
35027,Haldimand--Norfolk--Brant,N.D.P.,Walpole,Norm,
35028,Halton,Green Party,Adams,Tom,
35028,Halton,Canadian Alliance,Dobson,Tim,
35028,Halton,N.D.P.,Dolling,Brenda,
35028,Halton,Progressive Conservative,Kilmer,Tom,
35028,Halton,Liberal,Reed,Julian,
35029,Hamilton East,Marijuana Party,Baldasaro,Michael,
35029,Hamilton East,Independent,Cino,Salvatore,Sam
35029,Hamilton East,Canadian Alliance,Conroy,Joshua,
35029,Hamilton East,Liberal,Copps,Sheila,
35029,Hamilton East,Natural Law Party,Darisse-Yildirim,Helene,
35029,Hamilton East,Marxist-Leninist,Gordon,Julie,
35029,Hamilton East,Progressive Conservative,Knight,Steven,
35029,Hamilton East,Communist,Mann,Bob,
35029,Hamilton East,N.D.P.,Stevenson,Jim,
35030,Hamilton Mountain,Marxist-Leninist,Gerstenberger,Rolf,
35030,Hamilton Mountain,Liberal,Phinney,Beth,
35030,Hamilton Mountain,Canadian Alliance,Scott,Mike,
35030,Hamilton Mountain,Progressive Conservative,Smith,John,
35030,Hamilton Mountain,N.D.P.,Stephenson,James,
35031,Hamilton West,Progressive Conservative,Blackie,Ron,
35031,Hamilton West,Green Party,Campbell,Hamish,Jamie
35031,Hamilton West,No Affiliation,Downey,Stephen,
35031,Hamilton West,Marxist-Leninist,Fields,Wendell,
35031,Hamilton West,N.D.P.,Hudson,Catherine,
35031,Hamilton West,Marijuana Party,Keir,Danielle,
35031,Hamilton West,Liberal,Keyes,Stan,
35031,Hamilton West,Communist,Mirza,Mike
35031,Hamilton West,Canadian Alliance,O'Connor,Leon
35031,Hamilton West,Natural Law Party,Rassenberg,Rita
35032,Hastings--Frontenac--Lennox and Addington,Independent,Baker,Ross
35032,Hastings--Frontenac--Lennox and Addington,Canadian Action Party,Isaacs,Paul
35032,Hastings--Frontenac--Lennox and Addington,Progressive Conservative,Kramp,Daryl
35032,Hastings--Frontenac--Lennox and Addington,Canadian Alliance,McAdam,Sean
35032,Hastings--Frontenac--Lennox and Addington,Liberal,McCormick,Larry
35032,Hastings--Frontenac--Lennox and Addington,N.D.P.,O'Neill,Tom
35032,Hastings--Frontenac--Lennox and Addington,No Affiliation,Switzer,Kenneth
35032,Hastings--Frontenac--Lennox and Addington,Green Party,Walker,Chris
35033,Huron--Bruce,Canadian Alliance,Beaven,Mark
35033,Huron--Bruce,Canadian Action Party,Holley,Philip
35033,Huron--Bruce,No Affiliation,Joslin,Dave
35033,Huron--Bruce,Progressive Conservative,Kelly,Ken
35033,Huron--Bruce,N.D.P.,Kemp,Christine
35033,Huron--Bruce,Liberal,Steckle,Paul
35034,Kenora--Rainy River,N.D.P.,Barclay,Susan
35034,Kenora--Rainy River,Progressive Conservative,Barrett,Brian
35034,Kenora--Rainy River,Liberal,Nault,Bob
35034,Kenora--Rainy River,Canadian Alliance,Prefontaine,Ed
35035,Chatham--Kent Essex,Progressive Conservative,Bailey,Ryan
35035,Chatham--Kent Essex,Green Party,Clarke,Bobby
35035,Chatham--Kent Essex,No Affiliation,Duke,Louis
35035,Chatham--Kent Essex,N.D.P.,MacKay,Susan
35035,Chatham--Kent Essex,Liberal,Pickard,Jerry
